cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
6.8,7.7,1.7,high,0.78,1,1687,workstation,10,3
7.3,9.8,5.3,medium,0.62,0,1327,server,1,3
3.4,5.7,9.9,critical,0.9,0,1159,workstation,5,3
5.0,3.3,2.0,high,0.45,0,1695,printer,8,1
2.3,6.1,3.9,high,0.18,1,974,firewall,1,2
9.5,7.7,5.6,low,0.25,0,660,server,4,3
3.4,3.5,6.1,low,0.63,1,1489,firewall,5,2
3.7,8.2,4.8,critical,0.33,1,1236,firewall,5,2
3.2,1.4,4.5,critical,0.89,1,732,firewall,9,2
3.8,8.1,4.9,high,0.22,0,1525,firewall,10,2
9.6,2.8,5.1,critical,0.93,0,1904,workstation,8,3
9.7,3.5,1.6,low,0.54,0,311,firewall,0,2
3.7,4.9,2.4,medium,0.76,1,314,printer,5,2
8.7,7.0,1.7,critical,0.3,0,730,workstation,10,2
4.3,3.4,2.3,critical,0.22,0,1525,firewall,0,1
7.5,1.3,6.7,high,0.34,1,381,server,9,3
4.7,4.1,9.5,low,0.93,1,877,printer,12,3
5.6,7.1,5.5,critical,0.44,1,1192,ids,2,3
6.0,1.7,9.3,medium,1.0,1,1988,ids,3,3
6.5,7.7,6.6,high,0.54,0,579,workstation,8,3
3.0,9.4,6.1,low,0.21,1,114,ids,3,2
5.4,3.9,5.2,high,0.67,1,1124,server,5,3
3.1,9.5,9.8,high,0.66,1,1944,firewall,7,3
3.9,1.6,1.4,low,0.86,1,1792,printer,5,2
6.3,6.1,9.3,medium,0.42,0,633,workstation,0,3
3.2,5.9,1.4,medium,0.78,1,7,ids,3,2
3.2,5.1,8.5,high,0.63,1,1759,printer,8,3
3.3,5.4,6.9,low,0.5,1,662,ids,9,2
7.5,6.2,8.4,high,0.3,1,1833,printer,4,3
3.6,9.9,10.0,medium,0.31,1,1785,printer,10,3
2.2,7.3,9.3,high,0.5,1,1843,ids,12,3
5.8,5.0,2.5,high,0.41,0,29,workstation,1,2
2.2,6.0,8.6,medium,0.28,0,1198,printer,6,2
4.1,10.0,5.6,medium,0.11,1,1619,firewall,0,2
3.8,6.0,4.9,critical,0.95,1,305,server,6,3
2.6,7.3,1.0,medium,0.24,1,1684,printer,3,2
6.1,7.6,1.3,low,0.57,1,1137,printer,10,3
8.9,9.4,6.4,high,0.45,0,868,printer,4,3
6.5,6.5,6.9,high,0.11,1,976,server,3,3
4.5,4.9,5.0,medium,0.27,1,1104,printer,7,2
8.4,6.3,2.7,low,0.75,1,1625,server,7,3
8.9,6.6,8.9,low,0.6,0,450,printer,9,3
8.2,8.6,2.1,critical,0.54,0,1568,printer,12,3
9.3,3.5,4.2,high,0.15,1,1089,printer,11,3
7.8,8.6,9.0,medium,0.59,0,398,workstation,5,3
3.0,8.5,10.0,high,0.86,1,1600,workstation,12,3
3.5,2.7,1.2,medium,0.39,0,746,server,6,1
3.5,3.9,4.3,high,0.19,0,1137,ids,6,1
5.2,7.6,3.5,low,0.43,1,403,workstation,11,3
4.8,1.8,4.7,high,0.9,0,355,ids,2,2
3.5,9.7,3.9,high,0.9,0,212,ids,6,2
8.5,2.9,4.5,medium,0.92,0,320,server,5,3
4.1,9.3,8.8,medium,0.62,0,1778,workstation,3,3
4.1,4.0,8.2,low,0.85,0,55,firewall,7,2
3.4,8.6,8.4,high,0.51,1,790,printer,3,3
8.8,9.8,8.1,low,0.96,0,1015,server,5,4
4.3,7.2,7.7,high,0.43,1,563,server,10,3
3.5,6.8,3.4,critical,0.89,0,1054,ids,1,2
5.3,3.9,5.5,low,0.37,0,904,server,2,2
3.0,4.0,7.5,critical,0.7,0,409,workstation,7,2
4.9,7.9,6.1,high,0.82,1,1009,workstation,12,3
2.4,6.7,3.0,critical,0.23,0,1904,firewall,2,1
3.7,7.8,5.8,critical,0.96,1,812,server,11,3
9.1,7.0,6.8,high,0.79,1,1250,firewall,8,4
6.7,5.5,6.9,medium,0.87,0,1429,server,12,3
6.8,3.3,6.1,high,0.32,1,1741,ids,3,3
5.2,6.5,7.0,critical,0.82,0,617,firewall,0,3
6.7,3.2,6.6,critical,0.33,1,392,firewall,8,3
7.3,4.6,8.1,high,0.14,0,618,ids,11,2
3.6,3.4,7.8,low,0.97,1,1352,printer,7,3
9.0,2.1,6.7,low,0.45,0,1888,workstation,10,3
2.5,6.5,5.6,high,0.32,0,1765,firewall,6,2
6.5,8.0,5.2,low,0.46,0,921,ids,11,3
6.0,3.1,6.1,critical,0.52,1,540,server,0,3
9.4,2.5,2.1,critical,0.56,0,898,workstation,6,2
6.8,8.9,1.3,critical,0.66,1,215,firewall,10,3
7.1,9.2,7.3,high,0.56,1,129,server,2,4
2.9,3.1,5.2,critical,0.98,0,1036,firewall,1,2
9.8,7.4,9.4,low,0.45,0,1773,workstation,1,4
5.0,5.0,6.3,critical,0.51,0,1084,firewall,6,2
9.6,8.8,3.4,high,0.37,0,896,workstation,5,3
5.7,6.3,7.4,medium,0.62,1,138,printer,7,3
8.5,7.6,3.2,critical,0.12,0,783,printer,4,2
4.8,3.4,6.9,low,0.35,0,920,workstation,0,2
4.0,8.8,3.3,high,0.68,0,365,server,6,2
8.5,4.4,2.5,high,0.54,0,1959,ids,9,2
7.5,4.2,1.9,low,0.59,1,8,ids,1,3
5.8,8.6,5.3,high,0.88,1,180,server,3,3
5.9,4.3,2.3,high,0.39,1,733,server,3,2
8.2,6.5,4.5,low,0.78,1,272,ids,1,4
9.8,9.8,4.3,critical,0.29,1,424,workstation,3,4
5.6,6.6,9.6,high,0.89,1,1469,ids,4,4
6.5,7.6,3.3,high,0.31,1,691,printer,11,3
5.1,1.9,9.7,critical,0.83,0,1502,server,4,3
9.5,4.7,3.2,critical,0.44,0,552,firewall,8,3
4.0,1.4,3.9,high,0.18,1,1293,printer,3,2
7.5,4.8,6.1,low,0.43,1,426,printer,10,3
9.6,3.7,4.2,high,0.36,0,791,ids,4,3
3.2,4.1,7.2,medium,0.4,0,1777,ids,7,2
6.0,1.6,7.2,high,0.99,1,1824,printer,1,3
9.4,7.8,7.0,medium,0.46,1,376,printer,0,4
8.8,9.9,9.9,low,0.32,0,1889,server,9,4
7.4,7.5,2.4,critical,0.46,0,523,workstation,4,2
2.0,9.2,5.7,high,0.76,1,1226,workstation,6,3
4.5,9.1,6.9,high,0.29,1,556,ids,2,3
2.5,9.2,1.8,high,0.94,1,108,printer,4,3
7.0,9.5,1.7,low,0.57,1,485,ids,9,3
7.1,2.8,6.5,critical,0.28,1,1399,printer,7,3
2.7,8.6,9.9,high,0.38,0,1028,printer,11,2
8.1,4.1,2.0,low,0.81,1,1347,workstation,3,3
8.6,2.3,9.0,medium,0.7,0,1861,printer,5,3
6.0,5.4,8.1,low,0.27,1,1580,firewall,9,3
6.5,6.1,7.7,low,0.53,1,946,workstation,9,3
3.2,5.7,7.3,medium,0.58,1,1374,printer,9,3
3.1,5.1,8.7,critical,0.54,1,1531,ids,10,3
6.8,4.0,2.4,medium,0.49,1,1307,ids,8,2
7.1,6.5,6.7,critical,0.74,0,1197,printer,4,3
4.4,9.5,9.9,low,0.54,1,1620,ids,9,3
4.7,6.9,9.8,critical,0.62,1,606,printer,6,3
4.7,2.1,2.3,critical,0.21,0,1743,ids,10,1
5.9,2.0,5.9,low,0.99,1,1270,ids,0,3
5.1,8.9,8.4,medium,0.46,0,41,server,5,3
5.0,7.3,1.7,medium,0.12,1,126,firewall,8,2
7.7,8.4,5.7,low,0.84,1,805,firewall,9,4
3.5,7.5,7.2,low,0.56,0,181,firewall,11,2
5.3,6.8,3.6,critical,0.58,0,60,printer,1,2
2.5,2.2,5.7,critical,0.86,0,1847,printer,8,2
3.5,3.7,6.9,medium,0.18,0,889,server,6,1
9.9,8.1,9.2,high,0.55,0,1089,server,0,4
6.2,6.1,5.6,high,0.23,1,1673,ids,9,3
5.6,4.7,4.3,high,0.9,0,259,firewall,1,2
7.0,6.4,6.1,low,0.76,0,1954,ids,6,3
8.1,5.3,2.9,low,0.27,1,470,workstation,4,3
5.5,6.7,8.3,high,0.46,0,859,ids,7,3
4.2,7.4,7.6,critical,0.21,0,587,printer,10,2
6.4,6.8,9.4,critical,0.48,1,1403,ids,3,3
3.6,7.4,7.1,critical,0.76,1,821,workstation,2,3
2.8,6.0,4.0,high,0.36,0,1076,workstation,1,1
2.7,4.3,3.9,critical,0.66,0,766,printer,11,2
9.2,5.6,4.7,high,0.33,0,1477,firewall,0,3
2.7,4.6,1.1,medium,0.64,1,594,workstation,10,2
3.7,9.9,8.0,critical,0.35,0,354,server,4,2
4.7,9.2,3.9,critical,0.33,0,56,server,3,2
2.5,2.6,4.7,medium,0.89,1,1075,firewall,9,2
7.7,4.2,6.5,medium,0.78,0,53,server,12,3
10.0,5.3,6.1,high,0.87,0,900,workstation,9,4
6.5,3.4,2.5,low,0.76,0,229,server,6,2
10.0,6.2,3.3,high,0.17,1,890,ids,5,3
6.1,1.7,4.4,critical,0.53,1,1776,printer,7,2
2.6,4.7,5.3,critical,0.43,0,785,server,1,1
4.8,2.8,4.8,low,0.87,0,1392,firewall,1,2
7.2,3.4,7.0,medium,0.51,0,1938,workstation,3,2
3.1,7.8,5.1,medium,0.8,1,619,printer,3,3
4.5,6.7,9.5,critical,0.63,0,1517,printer,11,3
4.8,9.3,3.5,high,0.12,1,1725,ids,3,2
5.7,4.2,3.5,low,0.6,0,934,workstation,8,2
6.9,6.7,5.1,critical,0.44,1,1792,ids,5,3
2.1,6.0,3.8,high,0.12,1,1527,ids,5,2
9.1,2.4,5.1,critical,0.96,1,1659,server,7,4
4.6,4.6,8.1,low,0.42,0,1218,firewall,12,2
4.8,8.6,5.3,critical,0.54,0,1737,firewall,5,2
9.7,8.4,9.0,critical,0.31,1,395,server,11,4
9.7,6.8,3.0,medium,0.75,1,183,printer,7,4
6.4,7.9,8.7,medium,0.47,0,1477,firewall,3,3
5.6,3.2,7.9,high,0.72,1,1359,firewall,11,3
2.8,7.3,9.9,low,0.17,1,789,firewall,4,2
7.7,7.8,9.5,medium,0.61,0,921,workstation,7,3
5.0,6.0,7.3,high,0.43,1,984,ids,1,3
7.8,2.5,3.2,medium,0.29,0,801,printer,3,2
9.0,3.1,4.3,high,0.48,1,250,ids,12,3
9.7,6.7,9.6,critical,0.17,0,503,server,2,3
7.2,6.2,6.8,critical,0.99,0,643,ids,10,3
9.5,3.4,3.2,high,0.92,0,1942,ids,2,3
3.7,2.4,1.4,high,0.64,0,1357,workstation,1,1
3.8,4.8,1.6,medium,0.3,1,154,server,1,2
4.6,4.9,5.6,medium,0.27,0,1180,printer,1,2
3.6,4.7,7.2,low,0.5,1,1399,ids,6,2
6.5,3.2,8.2,critical,0.61,0,474,workstation,5,3
7.2,1.9,1.1,high,0.14,1,1694,server,6,2
4.0,8.0,2.8,medium,0.58,1,1457,printer,11,2
5.1,9.8,4.7,medium,0.71,1,835,ids,0,3
4.8,7.5,4.1,critical,0.86,0,398,firewall,7,2
8.6,2.7,6.5,medium,0.4,1,632,ids,8,3
2.3,6.7,9.7,low,0.16,0,1271,printer,11,2
7.6,4.9,3.8,low,0.59,1,108,workstation,5,3
4.4,5.0,3.4,critical,0.99,0,1550,printer,8,2
4.3,1.3,7.0,medium,0.87,0,213,server,12,2
8.9,2.9,7.3,low,0.27,0,528,workstation,9,3
9.4,6.0,6.7,critical,0.43,0,832,server,6,3
5.9,6.4,9.0,medium,0.74,0,1001,workstation,1,3
8.1,5.5,8.8,low,0.72,0,405,workstation,6,3
8.6,5.9,5.3,critical,0.12,1,1970,printer,10,3
2.9,1.8,5.7,medium,0.53,0,246,firewall,11,1
4.4,6.9,8.7,critical,0.41,1,93,workstation,4,3
2.7,7.7,6.7,low,0.34,0,804,workstation,3,2
2.6,2.1,8.1,high,0.39,1,404,server,2,2
7.6,9.6,10.0,critical,1.0,0,1024,ids,8,4
2.7,2.0,7.5,critical,0.61,1,463,printer,12,2
4.0,2.1,7.1,critical,0.27,1,1411,workstation,4,2
2.2,4.2,9.8,high,0.29,1,257,ids,1,2
6.2,1.6,7.7,low,0.11,1,171,workstation,4,2
8.7,1.8,4.5,high,0.84,1,772,workstation,5,3
9.1,8.9,7.7,medium,0.26,1,1080,workstation,12,4
7.8,6.2,2.0,low,0.36,0,1327,workstation,9,2
8.3,9.0,2.1,critical,0.84,1,1462,printer,6,4
9.0,4.6,1.1,high,0.88,1,537,ids,3,3
3.1,6.9,7.5,critical,0.56,1,797,server,5,3
7.9,1.6,1.5,critical,0.93,0,1108,server,4,2
7.7,9.6,9.3,high,0.47,1,1165,ids,10,4
5.8,4.9,2.4,medium,0.25,1,1252,printer,2,2
8.9,5.3,9.6,low,0.46,0,1731,server,3,3
8.6,8.4,3.7,low,0.28,1,761,printer,9,3
4.9,4.9,4.5,high,0.25,1,827,printer,2,2
8.2,7.4,2.9,medium,0.59,1,1088,workstation,8,3
2.7,3.9,5.1,critical,0.93,0,1548,firewall,2,2
7.1,1.2,4.9,low,0.3,1,1372,workstation,6,2
7.9,8.6,8.7,high,0.77,1,955,server,9,4
4.7,8.5,2.3,low,0.17,0,793,ids,0,2
4.0,4.4,2.3,critical,0.44,0,1197,firewall,11,1
5.9,8.6,5.7,low,0.99,1,734,server,12,4
3.7,1.8,8.7,medium,0.73,1,434,server,1,3
3.2,9.9,2.8,medium,0.84,1,1928,ids,10,3
3.9,8.2,3.2,high,0.5,0,983,firewall,2,2
8.1,3.3,3.4,high,0.82,0,868,ids,5,3
9.5,9.2,8.5,low,0.89,1,37,firewall,5,4
8.7,2.4,2.3,high,0.7,0,1357,workstation,8,2
6.6,9.0,5.7,low,0.55,1,680,firewall,9,3
5.2,6.8,1.7,critical,0.91,0,190,ids,1,2
10.0,5.9,5.9,medium,0.26,0,1145,workstation,9,3
5.9,9.3,6.1,high,0.4,1,1751,server,1,3
7.4,7.5,2.5,high,0.43,1,1617,ids,4,3
4.6,7.0,4.0,critical,0.52,0,831,workstation,1,2
3.2,7.5,4.6,low,0.15,1,1239,printer,7,2
3.0,3.4,6.0,low,0.28,0,439,printer,0,1
5.4,9.4,8.1,medium,0.61,0,1393,server,7,3
9.7,8.9,9.9,medium,0.81,0,287,ids,2,4
5.0,6.4,4.3,high,0.38,0,453,ids,11,2
6.8,3.5,4.6,critical,0.44,0,206,ids,4,2
7.8,3.9,7.5,high,0.79,0,1009,ids,11,3
6.9,8.1,7.7,low,0.52,1,94,firewall,0,3
5.4,7.4,7.5,high,0.26,0,1144,ids,5,2
5.3,7.6,6.0,medium,0.55,1,597,firewall,7,3
7.3,3.4,2.5,high,0.82,1,1962,printer,4,3
3.5,2.2,3.1,high,0.74,1,1787,ids,7,2
8.3,8.9,1.5,medium,0.69,1,454,firewall,11,3
2.0,4.1,2.5,critical,0.69,1,1783,ids,11,2
5.0,5.6,7.1,medium,0.2,1,507,ids,11,2
3.1,1.3,2.7,low,0.98,0,137,printer,12,2
9.9,4.0,6.7,critical,0.24,0,1895,firewall,2,3
8.4,8.8,5.3,critical,0.71,0,314,ids,4,3
8.7,8.4,2.2,low,0.32,0,860,printer,4,3
8.2,2.5,3.4,high,0.14,1,1158,printer,7,2
8.9,1.2,3.7,critical,0.39,0,65,printer,5,2
3.5,8.1,6.9,medium,0.7,0,373,printer,4,2
8.6,4.0,2.7,medium,0.24,0,914,printer,0,2
8.1,5.0,9.2,critical,0.2,1,625,workstation,2,3
2.5,3.2,9.0,high,0.94,0,1913,firewall,6,2
9.6,9.7,8.0,medium,0.74,0,761,workstation,5,4
5.9,3.0,2.9,medium,0.28,0,1638,server,10,2
6.9,4.9,1.6,medium,0.37,1,1977,workstation,10,2
9.5,6.8,2.8,low,0.85,0,498,workstation,4,3
4.0,2.9,4.1,low,0.24,0,574,ids,8,1
4.0,4.0,5.4,low,0.45,0,1673,server,3,2
4.0,9.0,5.8,low,0.77,0,1189,printer,2,3
5.7,1.3,6.5,medium,0.55,0,657,workstation,0,2
7.8,2.8,7.2,high,0.88,0,552,server,12,3
4.2,3.9,3.0,high,0.35,1,1331,firewall,8,2
3.7,10.0,8.2,high,0.83,0,1184,firewall,1,3
8.5,4.3,1.7,high,0.25,1,1861,printer,1,3
8.0,2.8,7.5,high,0.44,1,1784,firewall,3,3
4.7,6.2,9.0,low,0.16,1,1631,firewall,5,3
5.8,1.7,2.5,high,0.43,0,1283,firewall,8,2
5.8,2.1,3.1,medium,0.85,1,1937,workstation,10,3
6.7,8.8,4.0,high,0.81,1,1500,printer,12,3
3.9,5.5,2.7,critical,0.56,1,383,printer,10,2
3.4,8.1,3.2,critical,0.92,1,1722,ids,5,3
6.1,4.3,3.6,medium,0.77,0,510,ids,1,2
2.1,6.8,2.7,high,0.97,1,465,firewall,12,2
2.8,3.3,8.8,critical,0.55,1,431,ids,0,2
8.3,7.3,2.6,critical,0.79,1,909,firewall,0,3
8.4,9.6,2.2,critical,0.25,1,563,server,6,3
6.0,9.5,5.0,critical,0.26,1,706,ids,11,3
6.2,3.1,7.9,low,0.88,0,1583,printer,12,3
9.7,1.8,1.1,critical,0.38,0,137,workstation,6,2
8.8,7.3,3.8,medium,0.18,0,261,ids,8,3
6.5,2.9,2.4,critical,0.24,0,168,workstation,9,2
7.2,1.0,5.0,medium,0.53,1,1278,printer,5,3
2.6,1.5,7.1,medium,0.54,0,1653,firewall,11,1
4.5,2.9,1.8,medium,0.5,0,708,workstation,7,1
9.9,2.3,1.2,medium,0.73,1,352,firewall,12,3
3.8,1.4,1.6,low,0.46,0,1700,ids,1,1
8.1,5.4,7.2,critical,0.43,0,1996,server,5,3
3.6,9.8,4.5,critical,0.79,0,1468,ids,7,2
3.2,2.7,5.9,critical,0.31,0,1151,printer,5,1
2.1,7.6,8.8,low,0.36,0,1595,firewall,1,2
2.3,8.0,10.0,high,0.79,0,1426,firewall,5,3
7.0,7.5,6.0,medium,0.19,0,779,server,12,2
8.1,2.3,1.2,high,0.79,0,1977,printer,10,2
7.8,4.9,6.7,low,0.54,1,388,workstation,6,3
5.0,1.2,3.9,low,0.79,1,1055,firewall,10,2
4.7,3.9,2.7,high,0.62,1,1189,ids,0,2
5.6,7.8,3.0,low,0.9,0,1268,server,3,3
9.7,3.4,5.3,high,0.61,0,1273,printer,7,3
5.2,9.9,7.0,low,0.95,0,1677,server,11,3
5.8,8.0,4.3,medium,0.31,1,36,ids,8,3
3.0,2.0,2.4,low,0.18,1,1495,printer,10,1
8.0,6.3,1.7,low,0.1,0,1755,printer,4,2
10.0,3.7,1.3,medium,0.27,0,145,ids,11,2
9.3,4.4,1.8,medium,0.24,1,1433,firewall,11,3
4.1,2.2,7.7,low,0.34,0,1395,printer,8,2
5.0,1.9,7.0,low,0.17,1,1611,ids,4,2
6.5,9.4,8.3,medium,0.33,0,144,workstation,4,3
9.1,2.6,3.3,medium,0.91,1,64,firewall,6,3
8.5,4.5,5.0,low,0.99,0,1890,firewall,10,3
4.8,1.7,2.4,high,0.71,0,741,workstation,12,2
3.0,3.1,1.5,medium,0.77,1,84,workstation,3,2
7.1,4.5,7.9,critical,0.67,1,463,printer,10,3
3.8,7.5,2.1,low,0.98,1,916,server,5,3
2.7,1.8,2.4,medium,0.83,0,52,workstation,3,1
6.3,2.0,8.7,critical,0.74,0,1918,firewall,4,3
9.9,5.8,5.3,high,0.67,0,1545,printer,10,3
6.3,4.8,7.3,low,0.94,1,1154,firewall,8,3
5.2,3.0,10.0,high,0.21,0,663,ids,8,2
7.3,2.1,4.6,medium,0.81,0,715,printer,1,2
4.6,8.2,7.8,high,0.82,0,172,workstation,11,3
4.1,9.6,6.3,high,0.25,0,1823,workstation,11,2
5.1,6.7,9.1,critical,0.19,1,658,ids,0,3
2.9,2.9,5.0,high,0.66,0,257,firewall,7,2
9.3,6.2,1.5,low,0.77,0,652,firewall,4,3
5.8,6.6,3.6,high,0.67,0,829,workstation,5,2
4.5,7.8,10.0,critical,0.38,1,1452,workstation,3,3
9.9,8.2,4.1,high,0.2,0,1143,workstation,4,3
4.9,9.2,6.0,low,0.24,0,575,firewall,3,2
9.2,1.5,7.8,high,0.93,0,1921,printer,7,3
5.5,5.7,2.8,high,0.1,1,189,printer,0,2
9.6,6.0,5.7,medium,0.5,1,576,server,12,4
4.4,5.9,1.4,critical,0.31,1,1557,workstation,7,2
4.0,8.9,2.9,low,0.28,1,1450,server,1,2
7.8,2.6,4.8,medium,0.82,1,1233,firewall,6,3
6.9,3.6,2.7,low,0.38,1,541,workstation,9,2
3.8,7.9,7.9,medium,0.97,1,969,ids,7,3
2.8,3.9,4.7,high,0.65,1,1138,firewall,5,2
8.8,9.5,3.2,medium,0.28,1,1812,workstation,8,3
8.8,7.6,9.9,medium,0.36,1,1856,printer,7,4
9.9,4.9,7.9,medium,0.48,1,640,printer,8,4
9.9,9.0,4.1,medium,0.81,1,1936,firewall,7,4
6.0,1.2,2.6,low,0.16,0,705,firewall,4,1
8.9,8.4,7.7,medium,0.95,1,1481,workstation,5,4
8.9,6.6,6.0,low,0.98,0,1660,server,7,4
7.9,6.6,6.9,medium,0.81,1,524,printer,12,4
7.9,5.2,6.0,critical,0.32,0,1823,printer,4,3
8.2,6.1,5.8,low,0.59,0,128,workstation,7,3
8.6,2.4,2.0,low,0.95,0,644,firewall,9,3
2.2,9.9,9.1,medium,0.88,0,94,firewall,4,3
5.6,1.2,7.7,critical,0.75,1,108,workstation,12,3
6.7,6.1,7.4,medium,0.34,1,1604,server,6,3
4.2,8.9,3.2,critical,0.54,1,657,printer,4,3
9.8,6.7,9.3,medium,0.58,1,342,server,10,4
7.6,7.9,4.5,low,0.81,1,1129,firewall,3,4
2.7,7.5,8.0,medium,0.41,1,39,workstation,9,3
8.0,6.3,8.4,low,0.91,0,263,ids,9,3
9.2,1.1,5.1,critical,0.64,1,1660,server,10,3
6.2,2.5,5.6,low,0.21,1,1111,server,11,2
3.8,9.9,3.5,critical,0.84,0,563,printer,1,2
9.8,2.3,1.1,critical,0.37,1,1781,printer,3,3
5.0,2.4,4.1,critical,0.17,1,1765,ids,9,2
7.9,3.1,3.6,critical,0.16,0,1214,workstation,2,2
2.3,1.2,3.8,low,0.51,1,1183,firewall,9,1
2.1,5.6,8.1,medium,0.77,0,1145,ids,4,2
7.5,3.6,4.2,low,0.3,1,53,server,0,3
4.7,8.6,3.7,high,0.93,1,1882,printer,5,3
5.3,5.8,9.8,high,0.48,1,1736,server,11,3
6.6,4.1,3.7,medium,0.39,0,187,firewall,0,2
3.4,2.8,5.2,low,0.91,0,1618,firewall,11,2
3.5,7.1,9.1,high,0.86,1,1573,printer,1,3
4.9,9.6,1.4,critical,0.55,1,1449,server,0,3
5.6,4.3,2.5,critical,0.89,1,1529,ids,0,3
5.1,3.6,5.4,low,0.18,0,87,ids,10,2
4.8,6.4,1.4,high,0.65,1,1149,ids,9,2
4.0,7.6,7.5,critical,0.69,1,1496,firewall,0,3
2.6,5.0,7.4,high,0.84,1,1181,printer,10,3
6.3,2.2,5.1,low,0.13,0,419,workstation,3,2
6.9,5.8,3.8,medium,0.79,1,1838,printer,0,3
6.4,6.1,3.2,low,0.88,0,1825,workstation,11,3
2.7,9.9,8.4,medium,0.68,0,739,ids,1,3
4.7,6.6,3.7,critical,0.18,0,353,workstation,1,2
9.5,3.2,5.9,low,0.9,1,242,printer,10,4
4.2,4.7,1.8,low,0.97,0,1674,server,8,2
5.3,1.6,1.5,critical,0.92,0,1148,firewall,3,2
9.8,8.3,4.0,high,0.37,0,1826,workstation,11,3
4.5,9.1,3.5,critical,0.5,1,899,server,2,3
6.4,2.4,6.1,medium,0.97,0,399,workstation,4,3
2.7,4.5,6.9,medium,0.84,1,711,firewall,4,3
2.9,9.2,1.8,medium,0.48,0,1716,firewall,3,2
9.6,2.6,8.4,critical,0.49,0,1578,ids,7,3
9.9,8.7,3.4,high,0.32,1,1389,firewall,11,4
7.3,1.5,6.3,high,0.85,1,1242,firewall,10,3
4.5,2.0,4.9,medium,0.62,1,442,firewall,3,2
6.0,3.7,8.1,low,0.35,1,1266,workstation,2,3
9.5,7.3,1.7,critical,0.6,1,1114,server,4,3
4.2,1.9,9.8,high,0.63,0,1921,ids,12,2
8.2,5.0,6.8,low,0.14,0,1875,workstation,0,2
5.2,9.1,2.5,low,0.45,1,595,server,8,3
3.4,9.2,3.7,medium,0.57,0,519,printer,4,2
6.3,9.6,7.1,high,0.88,0,928,firewall,2,3
8.8,5.7,8.1,high,0.26,0,1956,workstation,5,3
6.6,6.3,7.4,critical,0.81,1,321,workstation,5,4
7.7,4.8,5.0,low,0.22,0,1663,server,11,2
9.7,4.7,8.5,high,0.78,0,164,workstation,7,4
5.5,3.7,9.4,critical,0.9,1,1218,server,10,3
2.7,2.0,9.3,high,0.76,0,1455,server,1,2
7.7,1.4,7.5,critical,0.27,1,1285,server,6,3
5.4,1.1,5.0,high,0.53,1,1598,server,2,2
4.6,5.4,4.5,low,0.73,0,1172,workstation,1,2
5.5,4.1,9.2,high,0.32,0,780,server,11,2
6.7,6.1,1.4,medium,0.76,0,692,server,4,2
7.2,7.6,9.3,critical,0.93,1,1260,firewall,4,4
4.0,8.8,4.7,low,0.56,0,1896,server,7,2
5.3,8.6,5.1,medium,0.84,1,1178,printer,12,3
5.5,9.1,2.7,medium,0.35,0,1354,workstation,8,2
5.2,5.9,9.4,critical,0.4,0,1666,workstation,12,2
9.7,9.5,3.6,high,0.78,0,861,firewall,8,4
5.9,2.7,3.5,low,0.86,0,1125,firewall,4,2
9.5,3.5,4.8,medium,0.29,0,182,server,9,3
2.8,1.7,8.8,high,0.26,0,297,printer,0,1
7.3,8.1,9.6,medium,0.88,0,796,ids,4,4
5.7,8.0,2.0,high,0.24,1,1484,workstation,1,2
8.1,7.0,7.3,critical,0.53,1,756,workstation,1,4
6.0,9.7,1.5,critical,0.35,1,1942,workstation,11,3
6.0,3.1,4.9,low,0.66,1,630,workstation,3,3
7.0,8.8,1.7,low,0.55,0,1431,firewall,11,3
7.1,3.1,8.5,high,0.16,1,807,server,11,3
4.8,2.5,5.6,critical,0.68,1,583,server,12,2
6.3,4.7,2.9,critical,0.95,1,800,workstation,2,3
7.0,5.3,7.3,high,0.47,1,1119,workstation,0,3
9.6,5.3,9.9,low,0.16,1,807,firewall,11,4
6.2,1.7,6.3,low,0.38,1,1597,printer,6,2
9.0,3.8,8.5,high,0.68,1,299,firewall,8,4
9.1,5.4,5.7,critical,0.25,0,1555,firewall,2,3
9.7,2.1,2.4,medium,0.79,0,761,server,3,3
8.0,9.3,5.0,critical,0.61,1,1777,workstation,5,4
9.1,1.1,7.7,low,0.6,1,424,ids,0,3
4.6,9.6,5.6,low,0.48,0,1568,workstation,1,2
5.6,5.6,6.8,low,0.79,0,398,printer,7,3
5.1,7.7,4.1,high,0.62,1,112,firewall,2,3
3.7,6.9,2.3,medium,0.23,1,821,server,10,2
3.4,7.8,2.0,high,0.63,0,1846,workstation,3,2
6.7,5.6,8.4,high,0.58,1,188,ids,12,3
3.7,3.1,3.2,critical,0.7,0,835,ids,0,2
7.3,6.7,6.2,medium,0.62,0,1158,printer,8,3
5.5,8.6,4.2,critical,0.94,0,165,workstation,12,3
7.9,2.1,6.4,critical,0.23,0,177,server,0,2
8.5,6.8,7.7,medium,0.37,0,317,firewall,1,3
5.0,9.3,7.6,critical,0.45,1,131,printer,3,3
3.2,6.3,9.2,low,0.79,0,1326,server,6,2
2.8,6.8,7.9,high,0.52,0,691,firewall,11,2
9.4,3.2,8.4,low,0.56,1,1282,firewall,1,4
9.8,3.9,8.2,critical,0.88,0,1632,server,12,4
5.8,1.4,4.4,low,0.47,1,1019,workstation,12,2
8.8,3.5,4.4,medium,0.28,1,433,server,1,3
4.9,2.4,6.2,low,0.46,1,282,firewall,12,2
