cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
5.9,5.1,5.2,high,0.85,0,1772,firewall,5,3
2.3,6.1,5.8,low,0.39,1,25,firewall,2,2
6.2,1.1,7.9,high,0.42,0,77,firewall,4,2
9.7,1.8,1.7,critical,0.76,0,228,ids,7,3
8.1,2.5,3.6,critical,0.39,0,1535,workstation,2,2
8.0,10.0,4.7,high,0.6,0,520,printer,1,3
9.7,8.5,2.8,high,0.36,1,1865,server,12,3
8.3,9.3,1.2,high,0.12,1,1010,ids,7,3
5.7,9.8,6.8,critical,0.97,1,1835,firewall,1,4
2.2,6.5,2.7,medium,0.95,0,1466,workstation,4,2
2.7,2.1,3.5,low,0.47,1,241,ids,4,2
5.8,8.6,7.4,high,0.33,1,607,ids,8,3
4.5,8.6,6.4,high,0.19,0,1146,server,8,2
8.8,6.4,9.2,low,0.64,0,1702,server,0,3
6.4,3.5,5.0,high,0.14,1,15,printer,1,2
7.7,2.2,3.5,high,0.82,0,1048,printer,8,2
8.9,9.0,7.5,critical,0.31,1,1696,ids,5,4
4.2,9.2,6.6,low,0.64,1,371,server,2,3
8.4,5.3,7.0,low,0.47,1,1613,firewall,1,3
9.9,8.7,8.4,critical,0.99,0,1765,ids,1,4
2.9,8.0,8.9,critical,0.53,1,1020,workstation,2,3
6.6,7.7,8.9,low,0.48,1,307,firewall,10,3
8.5,5.6,7.9,low,0.55,1,39,server,4,4
4.0,5.7,5.3,critical,0.7,1,225,ids,7,3
8.5,5.1,9.2,medium,0.34,0,1200,ids,1,3
7.3,4.2,7.7,high,0.3,1,1969,ids,2,3
5.5,7.3,5.6,critical,0.59,0,1381,workstation,7,2
7.6,5.1,2.9,critical,0.41,0,1997,workstation,12,2
4.9,3.0,2.7,critical,0.44,1,1553,server,0,2
6.5,7.4,7.4,critical,0.58,0,1179,workstation,3,3
4.1,7.3,5.2,high,0.28,1,1644,server,7,2
5.1,5.0,2.1,critical,0.49,1,1341,server,7,2
3.9,5.4,1.0,low,0.72,1,931,firewall,2,2
2.0,5.5,6.0,high,0.62,1,1633,printer,3,2
7.0,2.2,2.0,medium,0.52,0,1786,workstation,1,2
5.4,2.4,8.7,critical,0.17,0,1011,server,7,2
2.8,4.6,3.3,critical,0.13,1,1205,server,6,1
8.0,8.3,8.7,critical,0.82,1,1007,ids,1,4
5.6,5.6,3.5,critical,0.33,0,870,ids,10,2
7.9,5.5,3.8,high,0.12,0,1074,workstation,4,2
5.7,7.4,7.4,critical,1.0,0,645,workstation,12,3
2.3,9.5,9.1,low,0.54,0,367,printer,8,2
2.8,8.7,3.3,critical,0.22,1,902,ids,1,2
7.0,7.8,1.7,high,0.73,1,1786,server,4,3
6.8,5.8,8.2,low,1.0,1,950,ids,7,4
2.5,10.0,4.2,high,0.13,0,216,workstation,4,2
3.2,6.8,3.9,critical,0.48,1,688,firewall,2,2
7.4,7.0,1.0,high,0.18,0,419,workstation,12,2
9.5,8.8,6.9,low,0.9,0,1025,workstation,3,4
6.8,1.1,7.1,high,0.7,0,407,firewall,10,2
7.9,6.7,9.0,medium,0.78,0,1265,firewall,1,3
6.6,1.8,3.0,high,0.98,1,1485,printer,0,3
7.8,1.5,2.6,high,0.17,1,509,printer,12,2
5.0,7.4,6.6,critical,0.5,1,1476,printer,5,3
9.8,8.9,1.9,medium,0.43,0,700,firewall,10,3
5.0,5.8,10.0,low,0.97,0,931,workstation,0,3
5.1,1.4,4.7,high,0.71,1,1848,workstation,9,2
5.3,1.1,3.0,low,0.81,1,1498,printer,3,2
2.2,6.2,6.3,high,0.67,0,598,printer,4,2
3.6,9.2,2.0,low,0.75,0,2000,ids,12,2
5.4,6.5,5.3,high,0.15,0,390,ids,6,2
9.0,2.3,7.8,medium,0.8,1,1166,workstation,9,4
8.8,8.0,5.5,high,0.52,1,1302,ids,7,4
9.0,6.6,2.5,low,0.61,1,1499,server,11,3
9.6,5.0,2.2,medium,0.76,1,971,workstation,9,3
8.6,2.1,9.3,medium,0.12,1,1885,ids,4,3
3.5,3.8,6.6,critical,0.94,0,1077,printer,0,2
9.3,9.6,1.4,medium,0.56,0,451,ids,8,3
6.5,1.1,4.0,critical,0.17,1,589,workstation,6,2
6.2,5.4,4.6,critical,0.12,1,688,firewall,0,2
2.1,2.9,3.9,critical,0.4,0,1591,firewall,0,1
5.7,6.7,2.7,low,0.87,1,1920,workstation,0,3
9.0,8.8,3.7,low,0.13,1,1270,server,12,3
9.2,3.6,3.4,medium,0.88,1,1453,ids,7,3
2.3,2.6,4.7,high,0.92,0,1720,server,6,2
5.7,7.6,3.1,low,0.29,1,118,firewall,1,3
8.1,6.3,6.8,medium,0.53,1,54,ids,8,3
8.2,2.5,8.4,low,0.92,1,1649,workstation,4,4
3.1,1.9,9.0,medium,0.15,0,1428,workstation,4,1
3.2,10.0,3.7,low,0.87,1,773,server,12,3
8.0,2.6,1.7,low,0.25,1,1782,printer,2,2
8.8,1.5,4.7,high,0.62,0,128,printer,9,3
6.3,2.1,4.3,critical,0.17,1,349,printer,7,2
4.4,4.0,6.3,high,0.44,1,138,printer,1,2
3.3,2.6,7.8,high,0.88,0,483,ids,1,2
8.1,3.8,1.9,medium,0.96,0,1668,printer,7,3
2.8,6.2,2.7,high,0.76,1,738,firewall,4,2
9.2,3.4,9.1,critical,0.11,1,244,printer,9,3
2.8,6.4,8.5,medium,0.52,1,309,workstation,3,3
3.3,1.6,7.5,low,0.76,1,1964,ids,9,2
6.8,3.6,1.5,critical,0.89,0,1547,ids,11,2
3.1,1.7,1.2,low,0.97,0,416,firewall,10,1
9.3,7.2,7.3,high,0.93,1,1550,printer,8,4
6.8,6.2,7.0,critical,0.95,1,945,firewall,10,4
3.2,9.5,5.1,medium,0.55,0,1681,firewall,7,2
8.6,5.3,9.3,low,0.43,0,1906,ids,5,3
9.6,8.5,4.9,high,0.14,1,419,server,11,3
4.0,6.7,9.6,critical,0.73,0,779,firewall,12,3
9.4,4.5,6.7,low,0.76,0,114,workstation,10,3
8.3,5.5,1.7,critical,0.16,0,405,workstation,6,2
8.0,3.5,7.7,critical,0.32,0,343,server,4,3
5.7,5.8,2.9,low,0.54,1,69,server,2,3
7.9,9.7,7.8,medium,0.48,0,1720,server,9,3
5.1,7.2,6.7,critical,0.98,1,1236,server,11,3
6.3,7.2,3.4,high,0.23,1,362,firewall,7,3
3.1,9.2,4.1,high,0.75,1,358,firewall,2,3
2.9,5.3,1.6,medium,0.54,0,1439,workstation,0,1
4.9,1.9,7.2,medium,0.31,0,709,firewall,3,2
4.9,8.9,3.7,low,0.85,0,899,ids,0,3
2.5,6.2,8.6,critical,0.85,1,1805,workstation,5,3
7.4,9.4,6.4,high,0.14,0,1135,server,4,3
8.7,4.4,2.6,low,0.63,1,1008,ids,1,3
9.5,4.4,5.9,high,0.16,1,1823,workstation,4,3
2.8,1.5,1.1,critical,0.16,1,1628,firewall,6,1
6.3,3.3,5.4,medium,0.59,1,1720,printer,11,3
8.1,8.4,9.6,medium,0.41,1,900,ids,3,4
9.3,2.0,5.5,critical,0.96,0,668,firewall,4,3
6.7,2.0,6.2,high,0.77,1,1560,server,10,3
9.7,6.6,6.7,critical,0.74,1,1178,server,9,4
5.2,9.0,10.0,high,0.27,1,1052,workstation,8,3
2.0,5.8,9.9,critical,0.91,1,1322,server,2,3
6.7,2.1,9.9,high,0.55,0,234,server,4,3
9.7,8.5,1.2,medium,0.72,0,902,ids,6,3
6.8,5.0,8.2,critical,0.14,0,1607,workstation,8,2
7.7,8.6,8.0,low,0.11,1,244,ids,10,3
5.5,6.9,4.4,critical,0.89,1,410,server,3,3
6.1,2.4,5.9,high,0.82,1,1337,workstation,7,3
6.2,8.3,5.8,critical,0.95,1,185,ids,11,4
8.0,3.1,6.1,critical,0.26,1,1940,firewall,3,3
3.4,6.7,8.6,critical,0.58,1,473,workstation,4,3
3.3,5.2,2.7,low,0.64,1,974,ids,11,2
2.7,4.2,1.7,medium,0.56,1,1917,server,9,2
4.0,8.5,6.5,high,0.61,0,849,server,0,2
8.6,4.3,4.3,high,0.62,0,571,printer,3,3
8.0,8.0,3.8,medium,0.23,1,1183,server,11,3
6.3,2.3,3.0,critical,0.65,0,504,firewall,8,2
2.8,1.7,3.6,low,0.87,0,1378,printer,12,1
5.5,8.0,1.5,high,0.49,1,540,printer,8,3
3.4,2.4,3.9,high,0.52,1,355,ids,11,2
2.8,5.0,1.4,low,0.75,1,1320,workstation,1,2
8.9,4.7,6.3,medium,0.47,1,1272,server,9,3
9.4,8.2,1.5,low,0.6,1,776,ids,2,3
4.8,2.9,1.3,low,0.88,0,1428,firewall,3,2
2.5,6.1,5.7,medium,0.44,0,1493,firewall,0,2
8.2,1.5,6.6,critical,0.79,1,1401,ids,6,3
5.7,5.3,5.0,critical,0.38,1,826,workstation,9,3
4.5,4.9,1.5,critical,0.99,0,1970,workstation,3,2
6.0,7.4,9.5,high,0.77,1,230,ids,8,4
6.1,1.1,4.2,critical,0.93,1,738,workstation,6,3
4.9,3.5,9.1,low,0.64,0,1192,ids,10,2
5.7,3.0,6.8,critical,0.71,0,732,printer,3,2
6.0,6.0,2.9,medium,0.11,0,1916,ids,9,2
6.1,8.8,6.1,high,0.92,1,142,firewall,3,4
9.2,9.7,4.6,medium,0.92,1,413,ids,0,4
6.9,2.6,1.3,high,0.27,1,672,ids,2,2
9.3,5.7,7.8,critical,0.94,0,552,server,1,4
9.4,6.3,5.4,low,0.24,0,1947,firewall,7,3
7.8,5.0,2.2,low,0.14,1,1951,workstation,9,2
2.3,5.8,1.7,high,0.14,0,1171,printer,11,1
5.1,1.2,3.2,low,1.0,1,1603,server,5,2
3.2,5.6,8.0,critical,0.78,0,369,workstation,5,2
3.4,3.5,4.7,medium,0.45,0,1459,server,9,1
9.8,1.4,4.6,critical,0.71,0,382,printer,4,3
8.1,2.8,4.2,critical,0.4,0,560,firewall,8,2
5.9,2.8,4.4,medium,0.13,1,554,firewall,7,2
6.0,2.0,5.2,medium,0.11,0,906,ids,3,2
6.0,2.8,7.4,critical,0.67,0,398,server,5,2
9.0,3.0,2.5,low,0.32,1,986,server,8,3
4.4,7.4,9.4,medium,0.91,0,604,printer,3,3
4.1,2.3,4.2,critical,0.68,0,1989,ids,9,2
4.6,7.0,4.4,low,0.46,1,1206,printer,11,3
2.0,9.9,4.3,high,0.28,1,726,ids,5,2
2.3,4.2,5.3,medium,0.63,1,999,server,5,2
5.6,8.2,9.8,high,0.13,1,1097,server,10,3
9.2,8.0,3.9,low,0.64,0,625,server,12,3
5.3,5.1,6.1,critical,0.47,1,850,server,7,3
8.0,1.0,5.1,high,0.33,0,1496,firewall,11,2
3.3,6.1,4.9,low,0.28,0,1118,server,8,2
5.6,9.2,8.3,high,0.9,1,1862,ids,4,4
4.9,4.8,9.8,low,0.7,0,1259,workstation,11,3
6.9,2.3,1.9,low,0.62,1,1374,firewall,8,2
7.6,8.8,2.9,medium,0.52,1,1454,printer,6,3
3.5,2.0,3.9,critical,0.32,0,304,server,3,1
3.4,5.8,2.9,high,0.93,1,1157,workstation,10,2
5.9,1.2,9.7,high,0.78,0,539,firewall,5,3
8.1,8.8,8.9,low,0.47,1,377,ids,3,4
9.2,3.8,2.4,low,0.89,1,960,firewall,6,3
4.4,5.0,4.0,medium,0.7,0,1306,firewall,12,2
9.0,8.9,8.4,medium,0.58,1,1472,ids,8,4
6.9,2.6,4.2,low,0.22,0,732,ids,5,2
4.4,7.5,7.6,critical,0.29,0,1316,workstation,5,2
2.8,1.0,2.3,high,0.87,1,666,printer,8,2
6.0,3.6,3.5,critical,0.18,1,1696,workstation,1,2
4.5,4.1,4.0,high,0.98,0,695,server,12,2
8.9,5.3,1.4,medium,0.85,1,773,server,1,3
4.8,4.4,4.5,low,0.31,1,187,workstation,4,2
2.7,3.9,9.3,high,0.41,1,896,firewall,4,2
5.3,5.6,10.0,medium,0.46,1,753,workstation,0,3
2.5,9.4,7.0,medium,0.83,0,994,printer,7,2
7.6,7.5,5.1,low,0.68,1,297,printer,3,3
2.6,4.5,3.0,critical,0.81,0,1946,workstation,2,2
3.9,6.4,4.7,medium,0.8,0,599,server,3,2
3.9,6.3,5.0,medium,0.64,0,696,ids,5,2
9.0,6.7,1.7,high,0.72,0,1857,firewall,3,3
5.8,5.6,4.8,critical,0.1,1,760,server,7,2
4.8,5.2,9.5,medium,0.7,1,1605,workstation,11,3
9.7,10.0,7.1,low,0.98,1,822,ids,8,4
4.6,6.8,4.1,low,0.13,1,938,printer,7,2
4.6,7.6,4.6,critical,0.37,1,1933,workstation,8,3
8.7,2.4,4.5,high,0.4,0,1529,workstation,5,2
5.9,3.2,7.6,high,0.85,1,258,server,9,3
9.0,3.4,6.2,medium,0.81,0,92,firewall,7,3
5.2,1.4,5.2,low,0.71,1,460,server,11,2
4.1,9.0,8.8,critical,0.64,1,97,server,2,3
4.6,7.9,6.0,high,0.35,0,413,workstation,4,2
2.8,4.4,6.8,medium,0.95,1,1546,ids,6,3
8.4,9.2,8.2,high,0.32,0,817,workstation,7,3
8.8,8.4,3.2,high,0.32,1,681,firewall,0,3
8.8,5.8,1.7,critical,0.15,1,1034,firewall,5,3
2.5,5.6,3.6,critical,0.89,0,1789,server,5,2
3.3,7.8,9.2,medium,0.94,0,1039,server,12,3
6.3,5.0,3.8,medium,0.39,0,1023,firewall,9,2
5.8,8.4,1.0,critical,0.15,0,166,ids,12,2
2.3,8.5,2.1,critical,0.64,1,1574,firewall,10,2
2.7,2.6,2.0,medium,0.46,0,681,server,7,1
2.3,9.7,2.2,high,0.38,0,197,server,1,2
3.2,1.2,7.9,low,0.89,0,199,server,11,2
8.8,4.7,7.4,medium,0.27,0,1926,printer,4,3
2.2,5.6,2.2,low,0.26,1,1979,firewall,6,1
8.6,7.3,7.3,medium,0.54,1,1333,ids,0,4
9.6,5.1,8.8,high,0.4,0,1715,ids,10,3
8.6,2.1,7.9,high,0.86,0,362,printer,6,3
5.8,8.7,4.0,medium,0.2,1,1135,firewall,3,3
9.1,2.2,9.8,low,0.62,1,1807,printer,3,4
4.1,8.2,1.5,high,0.39,0,464,server,4,2
2.2,1.6,2.1,low,0.47,1,1612,server,1,1
9.6,5.9,6.9,medium,0.76,1,709,printer,8,4
4.9,3.5,8.3,medium,0.13,0,1346,firewall,5,2
2.2,5.3,6.8,critical,0.35,0,1591,firewall,7,2
8.1,1.7,8.8,low,0.15,1,258,printer,2,3
4.1,1.8,6.4,critical,0.5,0,1829,printer,3,2
3.6,9.8,8.3,high,0.84,1,887,firewall,5,3
7.0,1.1,4.1,high,0.34,0,99,server,3,2
2.4,7.6,4.6,critical,0.36,0,699,ids,1,2
5.6,2.3,8.7,high,0.91,0,1343,printer,11,3
4.6,7.0,7.4,low,0.27,1,1466,printer,6,3
9.3,4.8,2.9,high,0.21,0,455,workstation,6,2
6.7,8.7,2.3,medium,0.2,1,579,ids,2,3
6.4,3.7,2.4,low,0.47,1,1723,printer,2,2
9.2,5.2,2.7,critical,0.34,0,562,printer,9,2
8.5,6.4,1.2,high,0.43,1,875,firewall,0,3
2.3,8.7,6.4,high,0.76,0,807,firewall,3,2
6.3,6.7,4.8,high,0.54,1,1788,printer,0,3
5.4,5.5,2.6,critical,0.48,0,113,server,7,2
7.3,1.6,3.5,low,0.99,0,527,ids,7,2
6.9,3.4,1.1,low,0.98,0,8,firewall,1,2
9.7,4.9,3.5,critical,0.25,1,1528,printer,10,3
7.1,4.6,6.3,low,0.78,1,639,ids,2,3
3.6,2.6,7.5,low,0.11,1,1734,ids,2,2
10.0,5.3,2.1,high,0.57,0,514,server,4,3
6.7,9.9,9.3,low,0.19,1,123,workstation,8,3
2.3,6.0,2.8,high,0.57,0,1163,server,1,1
3.4,5.5,3.2,low,0.43,0,1568,workstation,2,1
4.0,3.9,9.1,low,0.87,0,753,firewall,3,2
2.0,6.2,4.8,medium,0.4,0,713,printer,10,1
9.3,9.7,4.1,critical,0.13,1,1839,server,6,3
2.7,1.6,1.1,medium,0.16,0,33,server,6,1
2.3,4.3,7.7,critical,0.11,1,767,ids,6,2
4.6,7.9,6.2,critical,0.76,1,468,workstation,3,3
6.5,7.6,7.0,medium,0.67,1,485,workstation,10,3
6.2,7.6,2.1,medium,0.16,0,1946,firewall,3,2
3.2,10.0,5.4,low,0.88,1,1286,printer,11,3
3.2,7.4,9.2,medium,0.21,1,1709,printer,1,3
3.7,6.3,1.1,low,0.84,0,1070,printer,11,2
4.4,9.1,1.6,low,0.58,0,1523,printer,6,2
7.0,8.8,3.0,critical,0.73,1,1121,printer,3,3
8.2,4.0,3.4,medium,0.21,1,283,server,7,3
7.3,1.0,2.4,low,0.56,0,1173,firewall,6,2
8.5,3.8,4.9,low,0.86,0,544,printer,4,3
7.2,9.5,8.2,medium,0.43,1,651,ids,1,4
9.4,9.9,5.8,medium,1.0,1,210,printer,1,4
9.2,4.8,8.7,medium,0.54,1,1623,ids,4,4
4.4,6.1,4.4,critical,0.89,1,801,firewall,11,3
4.3,6.5,1.9,medium,0.38,1,1847,server,3,2
3.7,2.1,8.7,critical,0.86,1,461,server,6,3
7.3,4.5,2.2,critical,0.75,0,321,firewall,11,2
9.8,4.3,4.4,high,0.11,1,1394,printer,11,3
5.1,9.2,1.8,medium,0.74,1,673,printer,4,3
4.0,1.6,7.3,low,0.98,0,1263,ids,6,2
3.5,6.5,2.2,high,0.95,0,1328,printer,0,2
6.3,5.4,4.5,medium,0.27,0,304,workstation,3,2
3.6,1.7,4.8,low,0.99,0,1845,server,8,2
6.7,2.1,2.1,medium,0.84,1,1651,workstation,8,3
2.6,2.7,3.2,critical,0.66,1,1492,workstation,12,2
6.7,1.3,8.3,high,0.17,1,1980,ids,9,2
6.4,8.9,9.0,critical,0.39,0,193,workstation,10,3
8.0,5.4,5.4,critical,0.66,1,1505,firewall,1,3
5.5,7.3,3.9,low,0.61,1,1992,ids,0,3
3.4,1.9,8.2,critical,0.9,1,250,workstation,12,3
5.5,4.4,3.8,low,0.54,0,159,ids,8,2
3.5,5.1,1.6,high,0.89,1,1703,firewall,6,2
8.1,5.3,7.9,medium,0.67,0,482,workstation,5,3
3.1,6.0,7.7,critical,0.67,0,327,firewall,7,2
5.7,3.7,1.4,high,0.25,1,1941,server,12,2
2.9,3.5,3.4,high,0.27,1,1793,printer,4,2
3.4,1.1,3.9,high,0.79,0,1215,workstation,11,1
8.0,8.9,6.5,high,0.32,0,844,printer,8,3
7.1,9.6,8.0,high,0.39,1,1191,ids,6,4
5.2,6.7,8.6,low,0.64,0,1411,printer,8,3
6.9,9.1,2.1,medium,0.58,1,883,firewall,12,3
9.6,8.2,9.6,low,0.81,0,1248,ids,3,4
4.8,3.8,2.6,low,0.89,1,1749,firewall,8,2
3.7,3.4,8.4,high,0.52,1,1272,workstation,9,2
9.1,2.4,1.3,medium,0.21,0,1257,printer,9,2
8.0,3.0,8.4,critical,0.92,1,88,printer,12,4
2.6,9.6,9.9,critical,0.71,0,456,server,2,3
9.2,5.6,4.9,medium,0.26,1,1090,ids,8,3
6.1,2.2,2.1,low,0.74,1,1530,server,10,2
8.4,5.1,6.7,critical,0.19,1,256,ids,4,3
9.2,2.6,1.7,medium,0.37,1,191,server,11,3
3.7,2.8,8.3,high,0.35,0,1353,workstation,10,2
2.0,9.9,6.5,high,0.74,1,728,workstation,1,3
6.4,4.1,1.0,low,0.64,0,595,server,12,2
6.8,3.2,5.9,low,0.5,1,1817,server,10,3
8.0,2.8,3.9,critical,0.7,0,1464,firewall,7,2
3.7,7.2,9.9,high,0.94,1,264,printer,10,3
9.7,9.0,6.8,critical,0.85,1,1264,printer,7,4
2.4,8.9,8.7,medium,0.66,0,377,workstation,8,2
3.0,2.0,8.7,critical,0.8,1,1788,printer,8,2
4.6,6.4,5.0,low,0.77,1,545,ids,9,3
3.2,5.7,4.6,low,0.36,1,1545,server,4,2
2.2,5.0,9.6,medium,0.77,0,1381,firewall,3,2
8.3,6.2,6.7,low,0.64,0,187,printer,7,3
7.6,6.5,3.3,medium,0.39,1,482,ids,8,3
3.7,2.9,4.5,medium,0.88,0,1754,server,0,2
4.4,8.9,2.8,low,0.99,0,191,printer,6,3
2.1,9.0,4.5,high,0.8,0,590,server,3,2
9.1,8.1,2.9,medium,0.51,0,937,workstation,7,3
4.7,8.8,1.1,critical,0.38,1,621,server,1,2
3.1,5.8,1.5,medium,0.14,1,95,printer,7,1
2.0,4.4,1.3,high,0.86,0,1457,ids,12,1
3.7,8.7,4.1,low,0.81,1,958,printer,6,3
9.1,9.5,9.1,low,0.64,1,1506,firewall,3,4
9.9,3.4,1.4,critical,0.83,0,202,firewall,7,3
8.1,1.2,8.9,low,0.39,1,805,firewall,9,3
9.1,5.1,2.2,high,0.46,1,747,workstation,2,3
6.0,1.5,1.9,medium,0.34,0,1434,workstation,8,1
3.4,4.4,3.7,critical,0.39,1,841,firewall,9,2
5.9,5.9,3.8,high,0.16,1,1540,printer,1,2
3.0,7.3,3.4,medium,0.53,0,729,ids,6,2
2.7,4.6,2.9,high,0.69,0,175,ids,11,1
3.2,2.4,4.4,critical,0.53,0,555,workstation,6,1
2.6,6.3,7.6,low,0.4,1,1060,workstation,3,2
4.7,3.9,3.6,low,0.73,1,1974,server,2,2
8.6,9.2,4.3,critical,0.75,1,1851,workstation,12,4
7.5,3.5,1.6,critical,0.96,0,498,ids,2,2
2.1,2.7,6.7,low,0.81,1,1480,firewall,8,2
8.3,2.7,7.3,medium,0.95,1,1792,ids,1,4
8.1,9.8,2.3,critical,0.29,0,789,server,11,3
3.3,3.9,3.1,high,0.94,0,168,printer,3,2
3.1,1.5,1.2,medium,0.34,0,327,firewall,5,1
4.9,10.0,4.3,critical,0.76,0,770,firewall,0,3
2.6,9.1,9.5,critical,0.98,1,242,ids,3,3
6.6,4.3,6.7,high,0.27,1,1249,server,9,3
5.9,3.6,4.1,high,0.93,1,213,server,9,3
9.4,3.4,7.5,high,0.49,0,1254,firewall,1,3
3.4,5.6,7.5,critical,0.12,1,1708,server,11,2
5.3,5.7,6.9,medium,0.13,0,1885,server,7,2
3.7,9.6,9.9,critical,0.59,0,1089,ids,4,3
6.2,5.2,3.1,high,1.0,1,1394,server,5,3
6.1,2.3,8.2,medium,0.65,0,753,server,12,2
6.2,3.2,3.2,high,0.51,0,643,ids,10,2
9.6,2.3,2.2,high,0.73,1,613,printer,2,3
4.0,9.0,7.0,critical,0.53,0,1390,firewall,7,2
8.8,2.5,2.4,high,0.69,1,1005,printer,5,3
9.2,3.2,1.3,critical,0.21,1,1127,printer,1,3
2.7,5.0,4.4,critical,0.46,1,1206,server,6,2
6.0,5.0,5.7,high,0.66,1,1957,ids,1,3
7.0,6.6,3.0,medium,0.11,0,1606,printer,10,2
9.5,4.8,7.8,medium,0.99,0,302,server,6,4
5.1,6.3,4.7,high,0.62,1,1166,server,10,3
3.3,2.9,3.8,low,0.95,1,327,printer,3,2
8.8,6.5,5.8,high,0.85,0,19,ids,9,3
2.7,3.9,1.3,critical,0.33,1,1001,server,9,1
7.2,8.8,6.1,high,0.64,0,381,server,3,3
7.1,3.6,4.5,low,0.91,1,1524,ids,9,3
8.6,1.1,6.4,high,0.86,1,717,firewall,2,3
2.3,8.3,8.1,medium,0.52,0,861,workstation,7,2
9.7,2.6,6.1,medium,0.6,1,195,ids,0,3
8.0,9.8,2.2,high,0.15,0,1612,ids,7,2
6.9,10.0,1.3,low,0.55,0,1113,server,5,3
8.7,3.4,1.9,critical,0.52,1,83,server,2,3
6.2,7.1,6.3,high,0.52,0,1801,server,9,3
2.4,9.3,2.3,high,0.12,0,1528,printer,5,1
3.5,7.3,1.2,critical,0.2,0,289,printer,10,1
3.7,8.9,2.3,medium,0.18,1,1633,server,12,2
8.6,8.0,6.2,medium,0.59,1,639,server,6,4
4.3,4.3,8.9,low,0.93,1,539,server,0,3
7.7,5.3,3.2,low,0.52,0,982,workstation,4,2
7.1,3.7,5.4,high,0.94,0,1326,ids,3,3
9.6,7.8,7.0,critical,0.35,1,783,server,2,4
7.4,7.3,5.2,high,0.12,0,498,workstation,2,2
5.4,7.1,9.9,medium,0.22,1,1808,printer,0,3
8.8,2.2,8.2,low,0.11,0,514,server,1,2
9.2,3.2,5.9,low,0.79,0,1982,ids,12,3
5.8,9.3,9.0,low,0.55,1,851,workstation,8,4
8.7,2.0,1.9,critical,0.9,1,1441,firewall,6,3
6.3,7.3,7.5,low,0.11,1,945,workstation,7,3
7.6,1.6,1.8,medium,0.18,1,440,server,1,2
4.3,4.5,3.0,medium,0.59,0,1327,workstation,2,2
8.3,1.2,5.7,medium,0.73,0,622,firewall,5,3
8.0,7.3,1.3,low,0.94,0,1945,firewall,7,3
7.0,5.7,3.2,low,0.78,0,552,ids,6,3
7.9,4.2,9.1,high,0.38,0,1839,workstation,5,3
2.2,6.6,9.3,high,0.46,0,449,printer,12,2
5.2,4.2,8.9,low,0.42,1,65,printer,9,3
2.6,7.7,5.8,medium,0.61,1,1570,firewall,3,2
6.9,6.2,9.6,high,0.69,1,1873,workstation,7,4
9.8,7.9,3.1,critical,0.53,1,954,server,12,4
7.8,3.3,2.6,high,0.66,0,1128,printer,11,2
5.3,1.7,2.0,medium,0.34,1,1058,ids,0,2
6.0,1.4,9.9,critical,0.34,0,1739,firewall,4,2
4.9,5.7,6.1,high,0.32,1,119,firewall,4,2
6.2,9.0,1.5,low,0.28,0,1767,ids,9,2
5.5,6.8,3.2,high,0.22,1,432,workstation,8,2
3.5,7.6,8.0,high,0.51,1,1690,ids,8,3
2.6,5.4,8.9,low,0.21,0,188,printer,8,2
8.8,7.4,7.6,high,0.13,0,1228,ids,6,3
3.7,7.1,4.0,medium,0.37,1,1134,printer,5,2
8.4,9.2,9.1,low,0.62,1,1936,firewall,0,4
6.5,5.9,3.3,medium,0.93,1,1827,firewall,7,3
9.7,5.0,9.4,critical,0.18,1,248,server,11,4
3.1,2.9,3.2,medium,0.37,1,730,ids,11,2
6.1,9.4,3.0,critical,0.86,0,1429,workstation,11,3
3.8,7.6,3.3,low,0.4,1,1565,ids,11,2
7.4,2.2,9.8,low,0.86,0,1181,ids,9,3
2.6,7.2,7.0,medium,0.95,1,1995,firewall,11,3
7.5,6.2,4.4,high,0.14,0,1541,workstation,1,2
5.8,2.3,1.3,high,0.83,1,1849,server,3,2
10.0,3.9,6.3,critical,0.98,1,282,ids,9,4
7.4,6.5,3.4,critical,0.58,0,322,ids,4,3
6.9,8.9,1.3,high,0.76,0,1926,firewall,1,3
9.9,9.9,6.3,critical,0.94,0,1055,workstation,10,4
2.7,7.5,6.3,medium,0.87,0,1289,firewall,9,2
7.9,6.6,8.2,low,0.2,1,1331,ids,6,3
5.7,6.7,4.7,critical,0.28,0,437,server,11,2
6.7,9.2,7.7,critical,0.87,1,1005,ids,11,4
4.9,4.4,5.3,low,0.68,0,1154,ids,6,2
8.0,1.4,4.5,medium,0.74,1,476,workstation,12,3
7.4,8.3,3.2,critical,0.16,0,902,firewall,10,2
3.7,2.2,9.6,critical,0.31,1,1770,firewall,0,2
8.4,9.5,7.9,critical,0.52,1,335,ids,6,4
7.8,3.3,8.9,low,0.16,1,202,workstation,7,3
4.1,6.0,1.1,low,0.47,0,604,firewall,12,2
2.5,9.2,2.1,medium,0.19,0,1583,printer,3,1
2.0,3.3,5.9,low,0.63,1,1387,printer,11,2
2.9,8.6,4.6,critical,0.54,1,1109,printer,0,2
2.1,5.0,8.7,high,0.83,1,1392,workstation,10,3
7.3,8.6,4.2,high,0.57,1,1355,printer,4,3
3.8,2.8,7.5,high,0.51,1,1434,firewall,11,2
9.7,2.1,1.0,critical,0.64,1,1713,printer,1,3
3.4,8.0,1.2,medium,0.46,1,1673,printer,8,2
